PlaceID,Year,AverageLandPrice,MeanLight,SumLight
170,2004,449.09090909090907,40.620689,1178.0
170,2005,424.54545454545456,27.379311,794.0
170,2006,412.07272727272726,32.068966,930.0
170,2007,443.8636363636364,37.241379,1080.0
170,2008,427.60909090909087,34.413792,998.0
170,2009,412.15454545454537,40.777779,1101.0
170,2010,406.3636363636364,46.888889,1266.0
170,2011,395.14545454545447,46.814816,1264.0
170,2012,388.1818181818182,39.620689,1149.0
170,2013,386.15454545454537,41.137932,1193.0
1361,1993,68.5,3.217608,1937.0
1361,1994,68.5,2.3803988,1433.0
1361,1995,68.5,4.0980067,2467.0
1361,1996,68.5,5.1096344,3076.0
1361,1997,68.5,1.8737541,1128.0
1361,1998,68.5,2.2558138,1358.0
1361,1999,68.5,3.3438537000000004,2013.0
1361,2000,68.5,4.548173,2738.0
1361,2001,132.02727272727273,6.4767442000000015,3899.0
1361,2002,131.11818181818182,4.7857141,2881.0
1361,2003,129.3,3.1295681,1884.0
1361,2004,126.87272727272727,3.0946844,1863.0
1361,2005,104.0909090909091,4.137873600000002,2491.0
1361,2006,101.06363636363636,3.4634552000000003,2085.0
1361,2007,97.94545454545455,4.704319,2832.0
1361,2008,93.2,3.1661129,1906.0
1361,2009,87.36363636363636,3.4741235,2081.0
1361,2010,82.45454545454545,5.1001668,3055.0
1361,2011,75.57272727272728,3.4106846,2043.0
1361,2012,70.9090909090909,3.9950166,2405.0
1361,2013,66.46363636363637,3.8903654,2342.0
234,1993,613.6363636363636,41.909092,922.0
234,1994,609.0909090909091,51.909092,1142.0
234,1995,569.5454545454545,49.909092,1098.0
234,1996,563.6363636363636,49.727272,1094.0
234,1997,562.2727272727273,47.18182,1038.0
234,1998,555.4545454545455,49.727272,1094.0
234,1999,515.9090909090909,47.5,1045.0
234,2000,476.3636363636364,49.727272,1094.0
234,2001,447.27272727272725,49.5,1089.0
234,2002,405.9090909090909,51.863636,1141.0
234,2003,364.09090909090907,39.363636,866.0
234,2004,336.8181818181818,47.68182,1049.0
234,2005,315.45454545454544,43.31818,953.0
234,2006,301.3636363636364,48.909092,1076.0
234,2007,294.54545454545456,53.68182,1181.0
234,2008,282.72727272727275,50.545456,1112.0
234,2009,268.1818181818182,51.380951,1079.0
234,2010,251.8181818181818,55.047619,1156.0
234,2011,239.0909090909091,51.0,1071.0
234,2012,230.3,55.727272,1226.0
234,2013,198.72727272727272,52.636364,1158.0
1417,1993,254.54545454545453,23.410257,913.0
1417,1994,295.45454545454544,29.564102,1153.0
1417,1995,369.69090909090914,33.0,1287.0
1417,1996,331.3636363636364,34.435898,1343.0
1417,1997,332.57272727272726,32.333332,1261.0
1417,1998,332.57272727272726,26.564102,1036.0
1417,1999,332.4181818181818,28.102564,1096.0
1417,2000,330.3,30.743589,1199.0
1417,2001,324.69090909090914,26.358974,1028.0
1417,2002,314.23636363636365,26.153847,1020.0
1417,2003,314.67272727272734,21.97436,857.0
1417,2004,301.42727272727274,29.76923,1161.0
1417,2005,290.77272727272725,25.153847,981.0
1417,2006,285.19090909090914,26.410257,1030.0
1417,2007,277.27272727272725,28.102564,1096.0
1417,2008,270.3818181818182,27.743589,1082.0
1417,2009,264.92727272727274,30.292683,1242.0
1417,2010,258.1818181818182,40.780487,1672.0
1417,2011,251.6818181818182,31.731707,1301.0
1417,2012,245.45454545454547,29.846153,1164.0
1417,2013,240.0,31.512821,1229.0
74,1993,728.1818181818181,47.599998,3332.0
74,1994,834.8454545454546,46.957142,3287.0
74,1995,825.7545454545455,46.557144,3259.0
74,1996,800.9090909090909,47.028572,3292.0
74,1997,779.6909090909091,42.814285,2997.0
74,1998,770.3,44.414288,3109.0
74,1999,741.5090909090909,42.985714,3009.0
74,2000,680.3,48.07143,3365.0
74,2001,608.7818181818183,45.599998,3192.0
74,2002,546.0545454545454,47.299999,3311.0
74,2003,478.78181818181815,40.871429,2861.0
74,2004,470.9090909090909,45.585712,3191.0
74,2005,419.54545454545456,39.700001,2779.0
74,2006,388.6363636363636,42.88571500000001,3002.0
74,2007,370.0,46.871429,3281.0
74,2008,325.27272727272725,44.685715,3128.0
74,2009,317.8181818181818,48.07143,3365.0
74,2010,304.0,50.985714,3569.0
74,2011,293.27272727272725,50.700001,3549.0
74,2012,283.7818181818182,47.328571,3313.0
74,2013,279.23636363636365,47.771427,3344.0
1233,1993,72.72727272727273,0.67415732,180.0
1233,1994,72.72727272727273,0.0,0.0
1233,1995,72.72727272727273,0.52059925,139.0
1233,1996,72.72727272727273,0.43445691,116.0
1233,1997,72.72727272727273,0.4307116,115.0
1233,1998,72.72727272727273,0.27340823,73.0
1233,1999,71.81818181818181,0.37827715,101.0
1233,2000,71.81818181818181,0.41198501,110.0
1233,2001,70.9090909090909,0.76779026,205.0
1233,2002,69.0909090909091,0.75280899,201.0
1233,2003,67.27272727272727,0.36329588,97.0
1233,2004,66.36363636363636,0.58426964,156.0
1233,2005,65.45454545454545,0.17602997,47.0
1233,2006,64.54545454545455,0.26966292,72.0
1233,2007,63.63636363636363,0.70037454,187.0
1233,2008,62.72727272727273,0.36329588,97.0
1233,2009,61.63636363636363,0.3125,85.0
1233,2010,60.54545454545455,0.66176468,180.0
1233,2011,59.54545454545455,0.45955881,125.0
1233,2012,58.45454545454545,0.35955057,96.0
1233,2013,57.36363636363637,0.32209739,86.0
24,1993,325.0,13.222222,833.0
24,1994,319.09090909090907,18.126984,1142.0
24,1995,373.4090909090909,17.984126999999994,1133.0
24,1996,354.54545454545456,18.15873,1144.0
24,1997,339.54545454545456,15.523809,978.0
24,1998,322.27272727272725,13.873015,874.0
24,1999,288.6363636363636,14.380953,906.0
24,2000,250.0,16.984126999999994,1070.0
24,2001,214.77272727272728,16.444445,1036.0
24,2002,166.36363636363637,15.285714000000002,963.0
24,2003,137.8181818181818,11.158731,703.0
24,2004,116.0,15.539682,979.0
24,2005,106.36363636363636,13.365079,842.0
24,2006,103.8181818181818,15.634921,985.0
24,2007,102.9090909090909,17.047619,1074.0
24,2008,102.0,16.206348000000002,1021.0
24,2009,98.1818181818182,16.984126999999994,1070.0
24,2010,94.1818181818182,23.111111,1456.0
24,2011,91.8181818181818,17.031746,1073.0
24,2012,90.54545454545456,17.333334,1092.0
24,2013,93.02727272727272,17.333334,1092.0
993,1993,82.72727272727273,6.695238099999999,703.0
993,1994,83.63636363636364,7.285714100000001,765.0
993,1995,101.13636363636364,9.0761909,953.0
993,1996,95.14545454545454,8.876190199999998,932.0
993,1997,95.14545454545454,5.9809523,628.0
993,1998,95.14545454545454,6.6571425999999985,699.0
993,1999,95.14545454545454,6.8000002,714.0
993,2000,95.14545454545454,8.9619045,941.0
993,2001,95.14545454545454,8.609523800000002,904.0
993,2002,94.54545454545456,8.2857141,870.0
993,2003,93.87272727272727,5.3619046,563.0
993,2004,93.2090909090909,6.9809523,733.0
993,2005,92.54545454545456,6.047618900000002,635.0
993,2006,91.87272727272727,6.0857142999999985,639.0
993,2007,91.2090909090909,7.0952382,745.0
993,2008,90.54545454545456,6.3619046,668.0
993,2009,89.84545454545454,5.8396225,619.0
993,2010,88.57272727272728,9.2264147,978.0
993,2011,87.3,6.933962299999999,735.0
993,2012,86.02727272727275,8.0952377,850.0
993,2013,83.75454545454545,7.7809525,817.0
585,1993,58.63636363636363,5.9942198,2074.0
585,1994,59.09090909090909,5.6878614,1968.0
585,1995,59.09090909090909,6.589595299999999,2280.0
585,1996,59.09090909090909,7.473988499999999,2586.0
585,1997,59.09090909090909,5.5086703,1906.0
585,1998,59.09090909090909,5.6242776,1946.0
585,1999,59.09090909090909,4.5433526,1572.0
585,2000,59.09090909090909,4.4450865,1538.0
585,2001,59.09090909090909,4.2485547,1470.0
585,2002,59.09090909090909,4.8843932,1690.0
585,2003,58.63636363636363,3.2052023,1109.0
585,2004,58.18181818181818,3.8786128,1342.0
585,2005,57.27272727272727,3.9624279,1371.0
585,2006,56.36363636363637,3.5751445,1237.0
585,2007,55.90909090909091,3.7976878,1314.0
585,2008,54.81818181818182,3.9566474,1369.0
585,2009,126.13636363636364,3.6040463,1247.0
585,2010,121.6818181818182,4.6820807,1620.0
585,2011,117.5,3.6849711,1275.0
585,2012,113.1818181818182,4.6473989,1608.0
585,2013,109.0909090909091,5.2543354,1818.0
1559,1993,399.39090909090913,24.785715,1388.0
1559,1994,382.54545454545456,26.946428000000004,1509.0
1559,1995,359.45454545454544,28.821428000000004,1614.0
1559,1996,326.90909090909093,27.357143,1532.0
1559,1997,301.09090909090907,24.053572,1347.0
1559,1998,284.54545454545456,23.785715,1332.0
1559,1999,258.90909090909093,22.767857,1275.0
1559,2000,236.72727272727272,26.678572,1494.0
1559,2001,215.45454545454547,24.178572,1354.0
1559,2002,204.54545454545453,23.375,1309.0
1559,2003,184.1818181818182,18.160715,1017.0
1559,2004,169.0909090909091,24.017857,1345.0
1559,2005,155.14545454545456,20.696428,1159.0
1559,2006,148.32727272727269,21.410715,1199.0
1559,2007,145.45454545454547,24.0,1344.0
1559,2008,143.9363636363636,23.321428,1306.0
1559,2009,140.3,22.309092,1227.0
1559,2010,126.22727272727272,29.072727,1599.0
1559,2011,120.0,23.363636,1285.0
1559,2012,116.92727272727272,25.053572,1403.0
1559,2013,114.77272727272728,25.964285,1454.0
752,1993,50.90909090909091,1.8648648,276.0
752,1994,56.05454545454546,3.25,481.0
752,1995,282.72727272727275,3.1824324,471.0
752,1996,274.54545454545456,2.891892,428.0
752,1997,270.0,2.7702703,410.0
752,1998,267.09090909090907,2.5878379,383.0
752,1999,263.72727272727275,2.7229729,403.0
752,2000,260.6363636363636,2.9729729,440.0
752,2001,257.72727272727275,2.9729729,440.0
752,2002,256.45454545454544,3.8783784,574.0
752,2003,253.0,2.0540540000000003,304.0
752,2004,247.1818181818182,3.5067568,519.0
752,2005,241.54545454545453,2.391892,354.0
752,2006,236.63636363636363,2.2905405,339.0
752,2007,231.3636363636364,3.641892,539.0
752,2008,226.32727272727269,3.5472972,525.0
752,2009,219.54545454545453,2.5675676,380.0
752,2010,203.0909090909091,3.4729729,514.0
752,2011,189.0,2.7972972,414.0
752,2012,174.0909090909091,2.9864864,442.0
752,2013,160.75454545454545,3.4527028,511.0
1174,1993,427.7272727272728,24.763159,941.0
1174,1994,453.27272727272725,31.368422,1192.0
1174,1995,453.27272727272725,30.5,1159.0
1174,1996,453.27272727272725,32.473682000000004,1234.0
1174,1997,453.27272727272725,28.763159,1093.0
1174,1998,453.27272727272725,30.18421,1147.0
1174,1999,435.45454545454544,30.078947,1143.0
1174,2000,403.09090909090907,36.526318,1388.0
1174,2001,364.7272727272728,35.605263,1353.0
1174,2002,331.8181818181818,35.63158,1354.0
1174,2003,302.72727272727275,25.842106,982.0
1174,2004,283.09090909090907,34.315788,1304.0
1174,2005,270.0,28.210526,1072.0
1174,2006,261.27272727272725,32.605263,1239.0
1174,2007,254.72727272727272,37.552631,1427.0
1174,2008,250.9090909090909,34.710526,1319.0
1174,2009,243.8181818181818,33.473682000000004,1272.0
1174,2010,232.1818181818182,44.63158,1696.0
1174,2011,219.63636363636363,36.315788,1380.0
1174,2012,207.63636363636363,38.078949,1447.0
1174,2013,187.27272727272728,37.105263,1410.0
713,1993,112.27272727272728,7.9300699,1134.0
713,1994,159.24545454545455,8.930069900000003,1277.0
713,1995,164.4090909090909,9.7342653,1392.0
713,1996,308.56363636363636,10.27972,1470.0
713,1997,295.03636363636366,8.9510489,1280.0
713,1998,292.4181818181818,9.0979023,1301.0
713,1999,240.55454545454543,9.6223774,1376.0
713,2000,238.21818181818185,10.601398,1516.0
713,2001,232.9181818181818,10.083916,1442.0
713,2002,225.15454545454543,11.335665,1621.0
713,2003,214.8,7.2097902,1031.0
713,2004,205.12727272727275,9.8741255,1412.0
713,2005,196.6818181818182,8.6153851,1232.0
713,2006,190.4636363636364,10.65035,1523.0
713,2007,184.85454545454544,11.545455,1651.0
713,2008,179.33636363636364,11.888112,1700.0
713,2009,173.46363636363637,9.5034485,1378.0
713,2010,167.4363636363636,13.186207,1912.0
713,2011,173.64545454545456,9.8965521,1435.0
713,2012,167.74545454545455,11.825175,1691.0
713,2013,162.75454545454545,12.811189,1832.0
1144,1993,2366.6636363636358,20.486486,758.0
1144,1994,2143.181818181818,25.108109,929.0
1144,1995,1927.2727272727273,27.513514,1018.0
1144,1996,1869.690909090909,24.0,888.0
1144,1997,1824.236363636364,24.486486,906.0
1144,1998,1787.8727272727274,24.486486,906.0
1144,1999,1671.209090909091,24.945946,923.0
1144,2000,1542.4181818181821,25.675676,950.0
1144,2001,1442.4181818181821,24.270269,898.0
1144,2002,1350.0,26.540541,982.0
1144,2003,1283.3272727272729,19.486486,721.0
1144,2004,1225.7545454545455,22.486486,832.0
1144,2005,1186.3636363636365,22.729731,841.0
1144,2006,1160.6,24.270269,898.0
1144,2007,1151.5090909090911,28.081081,1039.0
1144,2008,1154.5454545454545,28.0,1036.0
1144,2009,1133.3272727272729,22.0,748.0
1144,2010,1096.9636363636364,26.911764,915.0
1144,2011,1065.6,20.647058,702.0
1144,2012,1053.3727272727272,28.432432,1052.0
1144,2013,1041.5545454545454,27.243244,1008.0
1200,1993,490.9090909090909,9.357894900000002,1778.0
1200,1994,489.09090909090907,10.257895,1949.0
1200,1995,489.09090909090907,12.268421,2331.0
1200,1996,489.09090909090907,11.673684,2218.0
1200,1997,485.0,11.052631,2100.0
1200,1998,586.8181818181819,10.273685,1952.0
1200,1999,587.2727272727273,11.394737,2165.0
1200,2000,568.5454545454545,12.236842,2325.0
1200,2001,538.3272727272728,13.0,2470.0
1200,2002,517.1181818181818,12.547368,2384.0
1200,2003,487.27272727272725,9.357894900000002,1778.0
1200,2004,455.7545454545455,11.278948,2143.0
1200,2005,425.45454545454544,10.173684,1933.0
1200,2006,417.27272727272725,11.610526,2206.0
1200,2007,397.1363636363636,12.057895,2291.0
1200,2008,381.8181818181818,11.078947,2105.0
1200,2009,358.30909090909086,11.229167,2156.0
1200,2010,331.42727272727274,14.84375,2850.0
1200,2011,300.90909090909093,9.8125,1884.0
1200,2012,284.09090909090907,12.352632,2347.0
1200,2013,271.0090909090909,11.373684,2161.0
1192,1993,38.18181818181818,3.46875,222.0
1192,1994,38.18181818181818,3.265625,209.0
1192,1995,38.18181818181818,6.109375,391.0
1192,1996,38.18181818181818,5.046875,323.0
1192,1997,38.18181818181818,4.421875,283.0
1192,1998,38.18181818181818,5.4375,348.0
1192,1999,38.18181818181818,4.203125,269.0
1192,2000,38.18181818181818,4.265625,273.0
1192,2001,38.18181818181818,4.859375,311.0
1192,2002,38.18181818181818,4.765625,305.0
1192,2003,38.18181818181818,3.375,216.0
1192,2004,37.72727272727273,4.203125,269.0
1192,2005,37.27272727272727,3.4375,220.0
1192,2006,36.81818181818182,3.84375,246.0
1192,2007,36.36363636363637,4.234375,271.0
1192,2008,35.90909090909091,3.84375,246.0
1192,2009,35.45454545454545,1.5538461,101.0
1192,2010,34.54545454545455,4.9230771,320.0
1192,2011,33.63636363636363,3.8153846,248.0
1192,2012,32.72727272727273,1.859375,119.0
1192,2013,32.27272727272727,3.078125,197.0
1360,1993,931.8181818181821,49.357143,691.0
1360,1994,885.2272727272727,53.5,749.0
1360,1995,856.2090909090911,53.42856999999999,748.0
1360,1996,806.3636363636364,57.92856999999999,811.0
1360,1997,816.1,54.35714300000001,761.0
1360,1998,822.3363636363637,54.07143000000001,757.0
1360,1999,818.3090909090909,52.42857,734.0
1360,2000,811.8181818181819,56.92856999999999,797.0
1360,2001,803.1090909090909,53.5,749.0
1360,2002,778.9545454545455,56.5,791.0
1360,2003,725.0636363636363,52.142857,730.0
1360,2004,649.7363636363636,56.5,791.0
1360,2005,582.9818181818182,50.92857,713.0
1360,2006,534.1545454545453,52.92856999999999,741.0
1360,2007,500.0,53.35714300000001,747.0
1360,2008,478.30909090909086,55.5,777.0
1360,2009,452.98181818181814,50.285713,704.0
1360,2010,424.54545454545456,55.5,777.0
1360,2011,382.5,60.57143000000001,848.0
1360,2012,359.3181818181818,54.42856999999999,762.0
1360,2013,360.1,57.5,805.0
935,1993,56.81818181818182,5.5777779,251.0
935,1994,57.0,6.1999998,279.0
935,1995,57.09090909090909,6.4222221,289.0
935,1996,57.27272727272727,7.111111200000002,320.0
935,1997,57.27272727272727,5.7777777000000015,260.0
935,1998,57.27272727272727,5.2888889,238.0
935,1999,57.27272727272727,5.2888889,238.0
935,2000,57.27272727272727,6.6222224,298.0
935,2001,57.27272727272727,6.4888887,292.0
935,2002,57.27272727272727,6.0,270.0
935,2003,57.0,4.0888891,184.0
935,2004,56.72727272727273,6.5333333,294.0
935,2005,56.45454545454545,4.6444445,209.0
935,2006,56.36363636363637,4.6666665,210.0
935,2007,56.27272727272727,5.9333334,267.0
935,2008,56.18181818181818,5.9111109000000015,266.0
935,2009,56.0,5.9565215,274.0
935,2010,55.81818181818182,9.26087,426.0
935,2011,55.63636363636363,5.521739,254.0
935,2012,55.09090909090909,6.977778,314.0
935,2013,54.45454545454545,6.977778,314.0
842,1993,181.8181818181818,7.283019099999999,386.0
842,1994,184.54545454545453,7.6792455,407.0
842,1995,186.3636363636364,9.3962269,498.0
842,1996,187.27272727272728,9.7358494,516.0
842,1997,188.1818181818182,7.0377359,373.0
842,1998,189.0909090909091,7.0754719,375.0
842,1999,189.0909090909091,6.7924528,360.0
842,2000,189.0909090909091,7.754716900000001,411.0
842,2001,189.0909090909091,7.792452799999999,413.0
842,2002,187.27272727272728,7.3207545,388.0
842,2003,186.3636363636364,5.1886792,275.0
842,2004,183.63636363636363,7.0,371.0
842,2005,180.9090909090909,6.0,318.0
842,2006,179.0909090909091,6.3584905,337.0
842,2007,177.27272727272728,7.283019099999999,386.0
842,2008,175.45454545454547,6.5094337,345.0
842,2009,173.63636363636363,5.7755103,283.0
842,2010,170.0,9.5714283,469.0
842,2011,166.36363636363637,6.1428571,301.0
842,2012,162.72727272727272,7.8679247,417.0
842,2013,159.0909090909091,7.5471697,400.0
1409,1993,32.72727272727273,7.134812400000001,4181.0
1409,1994,32.72727272727273,3.2457337,1902.0
1409,1995,32.72727272727273,5.5119452,3230.0
1409,1996,32.72727272727273,6.112628,3582.0
1409,1997,32.72727272727273,2.6262798,1539.0
1409,1998,32.72727272727273,5.2764506,3092.0
1409,1999,32.72727272727273,4.353242400000001,2551.0
1409,2000,31.818181818181817,6.305460900000001,3695.0
1409,2001,30.90909090909091,7.023891000000001,4116.0
1409,2002,30.0,7.1416383,4185.0
1409,2003,29.09090909090909,3.5784983999999995,2097.0
1409,2004,28.181818181818183,4.791809099999999,2808.0
1409,2005,28.181818181818183,4.7764506,2799.0
1409,2006,28.181818181818183,3.6825938,2158.0
1409,2007,34.54545454545455,5.1638227,3026.0
1409,2008,34.09090909090909,4.573379,2680.0
1409,2009,32.95454545454545,4.4351535,2599.0
1409,2010,30.90909090909091,8.1365185,4768.0
1409,2011,29.318181818181817,5.8378839000000005,3421.0
1409,2012,28.63636363636364,5.2696247000000005,3088.0
1409,2013,27.95454545454545,5.7269625999999985,3356.0
938,1993,54.54545454545455,2.025974,312.0
938,1994,54.54545454545455,0.0,0.0
938,1995,53.63636363636363,0.58441556,90.0
938,1996,53.63636363636363,1.1168832,172.0
938,1997,53.63636363636363,1.2272727,189.0
938,1998,53.63636363636363,0.57792211,89.0
938,1999,53.63636363636363,0.8051948,124.0
938,2000,53.63636363636363,1.0779221,166.0
938,2001,52.72727272727273,2.0454545,315.0
938,2002,51.81818181818182,1.9675325,303.0
938,2003,50.90909090909091,0.73376626,113.0
938,2004,50.0,2.0844157,321.0
938,2005,49.09090909090909,0.49350649,76.0
938,2006,48.18181818181818,0.2857143,44.0
938,2007,47.27272727272727,1.3311688999999998,205.0
938,2008,46.36363636363637,1.0519481000000002,162.0
938,2009,45.45454545454545,1.0256411,160.0
938,2010,44.54545454545455,2.3974359,374.0
938,2011,43.63636363636363,1.698718,265.0
938,2012,38.48181818181817,0.44155845,68.0
938,2013,37.663636363636364,0.77272725,119.0
1030,1993,225.45454545454547,8.579832099999999,1021.0
1030,1994,253.63636363636363,8.7731094,1044.0
1030,1995,253.63636363636363,9.3277311,1110.0
1030,1996,253.63636363636363,8.4621849,1007.0
1030,1997,253.63636363636363,7.344537700000001,874.0
1030,1998,253.1818181818182,7.378151400000001,878.0
1030,1999,249.0909090909091,7.2941175,868.0
1030,2000,310.3,8.9495802,1065.0
1030,2001,302.1181818181818,9.7394962,1159.0
1030,2002,284.54545454545456,9.957983,1185.0
1030,2003,263.93636363636364,6.5210085,776.0
1030,2004,254.3181818181818,8.554621699999998,1018.0
1030,2005,234.54545454545453,7.117647200000001,847.0
1030,2006,222.54545454545453,8.6386557,1028.0
1030,2007,215.0909090909091,10.07563,1199.0
1030,2008,211.45454545454547,9.210084,1096.0
1030,2009,201.9636363636364,8.571428300000001,1020.0
1030,2010,197.27272727272728,11.563025,1376.0
1030,2011,193.1818181818182,9.8571424,1173.0
1030,2012,188.78181818181815,10.285714,1224.0
1030,2013,185.6,10.109243,1203.0
1485,1993,325.45454545454544,9.8307695,639.0
1485,1994,325.45454545454544,10.030769,652.0
1485,1995,325.45454545454544,11.538462,750.0
1485,1996,325.45454545454544,12.492308,812.0
1485,1997,325.45454545454544,9.4461536,614.0
1485,1998,261.8181818181818,7.769230800000001,505.0
1485,1999,260.90909090909093,7.646153900000002,497.0
1485,2000,259.09090909090907,10.4,676.0
1485,2001,257.27272727272725,9.4615383,615.0
1485,2002,255.0,9.4615383,615.0
1485,2003,252.72727272727272,6.892307799999998,448.0
1485,2004,250.45454545454547,9.7538462,634.0
1485,2005,243.1818181818182,6.5846152,428.0
1485,2006,236.3636363636364,7.953846,517.0
1485,2007,230.0,8.5076923,553.0
1485,2008,225.0,7.2769232000000015,473.0
1485,2009,216.8181818181818,8.1833334,491.0
1485,2010,207.72727272727272,11.65,699.0
1485,2011,197.72727272727272,8.666667,520.0
1485,2012,192.72727272727272,8.2615385,537.0
1485,2013,181.8181818181818,8.7846155,571.0
435,1993,1363.6363636363635,44.57143,936.0
435,1994,1363.6363636363635,52.619049,1105.0
435,1995,1363.6363636363635,55.66666800000001,1169.0
435,1996,1363.6363636363635,53.0,1113.0
435,1997,1359.090909090909,55.0,1155.0
435,1998,1322.7272727272727,50.238094,1055.0
435,1999,1213.6363636363635,49.380951,1037.0
