PlaceID,Year,MeanLight,SumLight
1483,1996,10.155844,3128.0
1483,1997,5.646103900000001,1739.0
1483,1998,8.740260099999999,2692.0
1483,1999,9.1493511,2818.0
1483,2000,12.649351,3896.0
1483,2001,12.188312,3754.0
1483,2002,11.194805,3448.0
1483,2003,7.9870129,2460.0
1483,2004,9.8019476,3019.0
1483,2005,9.090909,2800.0
1483,2006,8.4480524,2602.0
1483,2007,9.1688309,2824.0
1483,2008,9.136364,2814.0
1483,2009,8.9102993,2682.0
1483,2010,12.524917,3770.0
1483,2011,10.940199,3293.0
1483,2012,11.016233,3393.0
1483,2013,11.425324,3519.0
1515,1992,56.375,451.0
1515,1993,57.0,456.0
1515,1994,58.375,467.0
1515,1995,55.5,444.0
1515,1996,57.25,458.0
1515,1997,55.25,442.0
1515,1998,58.25,466.0
1515,1999,57.75,462.0
1515,2000,57.75,462.0
1515,2001,58.125,465.0
1515,2002,58.875,471.0
1515,2003,52.75,422.0
1515,2004,58.5,468.0
1515,2005,57.625,461.0
1515,2006,57.5,460.0
1515,2007,59.25,474.0
1515,2008,56.75,454.0
1515,2009,59.0,413.0
1515,2010,60.42856999999999,423.0
1515,2011,61.85714300000001,433.0
1515,2012,60.0,480.0
1515,2013,59.0,472.0
1579,1992,52.55555699999999,946.0
1579,1993,47.611111,857.0
1579,1994,55.44444300000001,998.0
1579,1995,58.0,1044.0
1579,1996,57.722221,1039.0
1579,1997,58.0,1044.0
1579,1998,55.5,999.0
1579,1999,53.611111,965.0
1579,2000,55.44444300000001,998.0
1579,2001,52.111111,938.0
1579,2002,53.388889,961.0
1579,2003,46.166668,831.0
1579,2004,55.111111,992.0
1579,2005,49.111111,884.0
1579,2006,49.888889,898.0
1579,2007,53.722221,967.0
1579,2008,50.888889,916.0
1579,2009,55.277779,995.0
1579,2010,58.16666800000001,1047.0
1579,2011,52.611111,947.0
1579,2012,54.611111,983.0
1579,2013,55.94444300000001,1007.0
1643,1992,43.157894,820.0
1643,1993,36.210526,688.0
1643,1994,52.947369,1006.0
1643,1995,52.315788,994.0
1643,1996,51.578949,980.0
1643,1997,51.263157,974.0
1643,1998,42.105263,800.0
1643,1999,46.105263,876.0
1643,2000,45.052631,856.0
1643,2001,40.473682,769.0
1643,2002,45.736843,869.0
1643,2003,37.473682,712.0
1643,2004,47.315788,899.0
1643,2005,41.157894,782.0
1643,2006,44.736843,850.0
1643,2007,48.315788,918.0
1643,2008,43.263157,822.0
1643,2009,43.588234,741.0
1643,2010,55.470589,943.0
1643,2011,48.235294,820.0
1643,2012,47.947369,911.0
1643,2013,48.578949,923.0
12,1992,10.895833,1569.0
12,1993,13.097222,1886.0
12,1994,17.104166,2463.0
12,1995,15.576389,2243.0
12,1996,17.458334,2514.0
12,1997,15.1875,2187.0
12,1998,12.6875,1827.0
12,1999,12.006945,1729.0
12,2000,15.618054999999998,2249.0
12,2001,12.909722,1859.0
12,2002,13.729167000000002,1977.0
12,2003,11.479167,1653.0
12,2004,16.444445,2368.0
12,2005,11.173611,1609.0
12,2006,12.180555,1754.0
12,2007,12.305555,1772.0
12,2008,10.75,1548.0
12,2009,13.335665,1907.0
12,2010,18.216784,2605.0
12,2011,16.433567,2350.0
12,2012,12.541667,1806.0
12,2013,15.145832999999998,2181.0
778,1992,55.13158000000001,8380.0
778,1993,52.394737,7964.0
778,1994,54.73684300000001,8320.0
778,1995,55.894737,8496.0
778,1996,55.664474,8461.0
778,1997,53.30263100000001,8102.0
778,1998,53.947369,8200.0
778,1999,52.24342,7941.0
778,2000,55.098682,8375.0
778,2001,54.86841999999999,8340.0
778,2002,54.703949,8315.0
778,2003,48.36842,7352.0
778,2004,54.809212,8331.0
778,2005,51.605263,7844.0
778,2006,52.730263,8015.0
778,2007,56.36184300000001,8567.0
778,2008,54.098682,8223.0
778,2009,53.388535,8382.0
778,2010,57.299362,8996.0
778,2011,54.687897,8586.0
778,2012,56.88815699999999,8647.0
778,2013,56.75658000000001,8627.0
746,1992,42.299999,5076.0
746,1993,46.525002,5583.0
746,1994,40.49166500000001,4859.0
746,1995,48.908333,5869.0
746,1996,48.391666,5807.0
746,1997,38.033333,4564.0
746,1998,46.408333,5569.0
746,1999,45.683334,5482.0
746,2000,51.86666500000001,6224.0
746,2001,50.783333,6094.0
746,2002,46.941666,5633.0
746,2003,40.208332,4825.0
746,2004,45.5,5460.0
746,2005,41.75,5010.0
746,2006,44.191666,5303.0
746,2007,44.625,5355.0
746,2008,45.974998,5517.0
746,2009,46.57627100000001,5496.0
746,2010,49.771187,5873.0
746,2011,50.771187,5991.0
746,2012,50.49166500000001,6059.0
746,2013,49.758335,5971.0
714,1992,5.9034653,2385.0
714,1993,6.108911,2468.0
714,1994,5.3811879000000005,2174.0
714,1995,7.2202969,2917.0
714,1996,7.9455447,3210.0
714,1997,5.9232674,2393.0
714,1998,5.215346299999998,2107.0
714,1999,5.69802,2302.0
714,2000,7.153465299999999,2890.0
714,2001,5.5272279000000015,2233.0
714,2002,6.3960395,2584.0
714,2003,4.759901,1923.0
714,2004,6.8292079,2759.0
714,2005,4.735148400000001,1913.0
714,2006,5.9777226,2415.0
714,2007,5.6262374,2273.0
714,2008,5.267326799999998,2128.0
714,2009,6.3865337,2561.0
714,2010,8.5511227,3429.0
714,2011,5.9301744,2378.0
714,2012,5.6930695,2300.0
714,2013,7.042078999999998,2845.0
1352,1992,3.0751772,2168.0
1352,1993,4.4751773,3155.0
1352,1994,4.1163120000000015,2902.0
1352,1995,5.8212767,4104.0
1352,1996,6.1007094,4301.0
1352,1997,4.7588654,3355.0
1352,1998,5.3758864,3790.0
1352,1999,6.2425532,4401.0
1352,2000,7.255319099999999,5115.0
1352,2001,5.673759,4000.0
1352,2002,6.6042552,4656.0
1352,2003,4.5560284000000015,3212.0
1352,2004,5.3063831,3741.0
1352,2005,4.591489299999999,3237.0
1352,2006,4.0808511,2877.0
1352,2007,5.6255322,3966.0
1352,2008,5.259574400000001,3708.0
1352,2009,5.3142457,3805.0
1352,2010,6.2849164,4500.0
1352,2011,5.5810056,3996.0
1352,2012,5.6312056,3970.0
1352,2013,6.1929078,4366.0
1416,1992,3.0887575000000003,1044.0
1416,1993,6.1863904000000005,2091.0
1416,1994,4.1331362999999985,1397.0
1416,1995,7.52071,2542.0
1416,1996,7.062130000000002,2387.0
1416,1997,2.2071006,746.0
1416,1998,5.3372779,1804.0
1416,1999,4.573964599999999,1546.0
1416,2000,8.979289999999997,3035.0
1416,2001,7.8106508,2640.0
1416,2002,7.346153699999999,2483.0
1416,2003,4.573964599999999,1546.0
1416,2004,6.4230771,2171.0
1416,2005,5.562130000000002,1880.0
1416,2006,4.843195400000001,1637.0
1416,2007,6.0532546,2046.0
1416,2008,5.4763312000000015,1851.0
1416,2009,5.0935674,1742.0
1416,2010,9.1578951,3132.0
1416,2011,6.8157897,2331.0
1416,2012,7.5591717,2555.0
1416,2013,6.7041421,2266.0
1614,1992,5.9079604,4750.0
1614,1993,5.7089553,4590.0
1614,1994,7.114428,5720.0
1614,1995,7.8445272,6307.0
1614,1996,7.9129353,6362.0
1614,1997,6.8917909,5541.0
1614,1998,6.0497513,4864.0
1614,1999,6.5609455,5275.0
1614,2000,8.252487200000001,6635.0
1614,2001,7.3532338,5912.0
1614,2002,7.4751244,6010.0
1614,2003,5.7761192,4644.0
1614,2004,6.5447760000000015,5262.0
1614,2005,6.1753731,4965.0
1614,2006,6.3072138,5071.0
1614,2007,7.0870647,5698.0
1614,2008,6.2437811,5020.0
1614,2009,5.4061727999999984,4379.0
1614,2010,8.3049383,6727.0
1614,2011,6.3160496,5116.0
1614,2012,6.9937811000000005,5623.0
1614,2013,7.491293400000001,6023.0
15,1992,9.9883718,2577.0
15,1993,8.0193796,2069.0
15,1994,11.608527,2995.0
15,1995,11.624031,2999.0
15,1996,11.879845,3065.0
15,1997,10.507751,2711.0
15,1998,9.4186049,2430.0
15,1999,10.209302,2634.0
15,2000,13.011628,3357.0
15,2001,11.430233,2949.0
15,2002,12.073644,3115.0
15,2003,8.887597099999997,2293.0
15,2004,11.961241,3086.0
15,2005,10.360465,2673.0
15,2006,11.445737,2953.0
15,2007,13.976745,3606.0
15,2008,12.713179,3280.0
15,2009,11.354086,2918.0
15,2010,15.797666,4060.0
15,2011,11.474709,2949.0
15,2012,14.174418,3657.0
15,2013,14.135659,3647.0
47,1992,6.855223700000002,4593.0
47,1993,6.4626865,4330.0
47,1994,6.8597016,4596.0
47,1995,7.164179300000002,4800.0
47,1996,7.423880599999999,4974.0
47,1997,7.3776121,4943.0
47,1998,7.1582088000000015,4796.0
47,1999,7.2746267000000016,4874.0
47,2000,7.7044777999999985,5162.0
47,2001,7.5582089,5064.0
47,2002,7.437313599999999,4983.0
47,2003,6.047761,4052.0
47,2004,8.4388056,5654.0
47,2005,7.025372999999999,4707.0
47,2006,7.1552238,4794.0
47,2007,8.3641787,5604.0
47,2008,8.0492535,5393.0
47,2009,7.733133299999999,5158.0
47,2010,10.101949,6738.0
47,2011,7.7661171,5180.0
47,2012,8.8432837,5925.0
47,2013,8.6253729,5779.0
79,1992,29.615385,3080.0
79,1993,27.009615000000004,2809.0
79,1994,30.971153,3221.0
79,1995,29.442308,3062.0
79,1996,29.653847,3084.0
79,1997,27.490385,2859.0
79,1998,27.413462,2851.0
79,1999,27.461538,2856.0
79,2000,30.51923,3174.0
79,2001,27.884615000000004,2900.0
79,2002,28.288462,2942.0
79,2003,22.85577,2377.0
79,2004,25.826923,2686.0
79,2005,22.413462,2331.0
79,2006,23.98077,2494.0
79,2007,26.259615000000004,2731.0
79,2008,25.913462,2695.0
79,2009,25.048077,2605.0
79,2010,27.932692,2905.0
79,2011,27.288462,2838.0
79,2012,25.692308,2672.0
79,2013,26.211538,2726.0
911,1992,16.75,1474.0
911,1993,16.5,1452.0
911,1994,19.022728,1674.0
911,1995,19.09091,1680.0
911,1996,18.931818,1666.0
911,1997,15.954545,1404.0
911,1998,17.727272,1560.0
911,1999,16.25,1430.0
911,2000,19.670454,1731.0
911,2001,18.602272,1637.0
911,2002,18.136364,1596.0
911,2003,12.75,1122.0
911,2004,17.556818,1545.0
911,2005,14.772727,1300.0
911,2006,17.875,1573.0
911,2007,18.386364,1618.0
911,2008,17.431818,1534.0
911,2009,19.438202,1730.0
911,2010,21.617977,1924.0
911,2011,20.280899,1805.0
911,2012,20.625,1815.0
911,2013,20.90909,1840.0
975,1992,21.453781,2553.0
975,1993,19.697479,2344.0
975,1994,24.647058,2933.0
975,1995,24.722689000000006,2942.0
975,1996,24.714285,2941.0
975,1997,22.588236,2688.0
975,1998,21.487394,2557.0
975,1999,21.815126,2596.0
975,2000,23.915966,2846.0
975,2001,22.596638,2689.0
975,2002,24.84874,2957.0
975,2003,18.084034,2152.0
975,2004,21.403362,2547.0
975,2005,19.285715,2295.0
975,2006,21.705883,2583.0
975,2007,23.193277,2760.0
975,2008,22.117647,2632.0
975,2009,19.655172,2280.0
975,2010,26.896551,3120.0
975,2011,21.75,2523.0
975,2012,23.025209,2740.0
975,2013,25.142857,2992.0
972,1992,62.986885,19211.0
972,1993,62.888523,19181.0
972,1994,63.0,19215.0
972,1995,62.996723,19214.0
972,1996,62.996723,19214.0
972,1997,62.87540799999999,19177.0
972,1998,62.540985,19075.0
972,1999,62.757378,19141.0
972,2000,62.95737800000001,19202.0
972,2001,62.83606700000001,19165.0
972,2002,62.93770600000001,19196.0
972,2003,61.72459,18826.0
972,2004,62.977051,19208.0
972,2005,62.780327,19148.0
972,2006,62.377048,19025.0
972,2007,63.0,19215.0
972,2008,62.94754,19199.0
972,2009,62.61039,19284.0
972,2010,63.0,19404.0
972,2011,62.996754,19403.0
972,2012,62.983608,19210.0
972,2013,62.986885,19211.0
112,1992,2.6136363,115.0
112,1993,3.5,154.0
112,1994,2.590909,114.0
112,1995,3.5227273,155.0
112,1996,3.4318182,151.0
112,1997,4.431818,195.0
112,1998,3.8863637,171.0
112,1999,4.318182,190.0
112,2000,5.2954545,233.0
112,2001,5.0,220.0
112,2002,5.2954545,233.0
112,2003,3.1363637000000004,138.0
112,2004,4.2045455,185.0
112,2005,3.8636363,170.0
112,2006,2.7727273,122.0
112,2007,4.431818,195.0
112,2008,4.409091,194.0
112,2009,3.8666666,174.0
112,2010,6.9555554000000015,313.0
112,2011,4.1555557,187.0
112,2012,5.7954545,255.0
112,2013,5.590909,246.0
176,1992,16.9536,10596.0
176,1993,19.0672,11917.0
176,1994,15.0336,9396.0
176,1995,18.167999,11355.0
176,1996,18.8736,11796.0
176,1997,12.5264,7829.0
176,1998,17.2896,10806.0
176,1999,17.327999,10830.0
176,2000,20.246401,12654.0
176,2001,21.038401,13149.0
176,2002,18.995199,11872.0
176,2003,14.1904,8869.0
176,2004,16.816,10510.0
176,2005,16.5168,10323.0
176,2006,16.0576,10036.0
176,2007,17.5632,10977.0
176,2008,16.9888,10618.0
176,2009,17.40575,10896.0
176,2010,22.50639,14089.0
176,2011,20.210863,12652.0
176,2012,20.848000000000006,13030.0
176,2013,20.8512,13032.0
208,1992,6.7790699000000005,1166.0
208,1993,10.366279,1783.0
208,1994,8.1337214,1399.0
208,1995,10.639535,1830.0
208,1996,11.488372,1976.0
208,1997,5.2965117,911.0
208,1998,9.0,1548.0
208,1999,9.2209301,1586.0
208,2000,11.575582,1991.0
208,2001,12.139535,2088.0
208,2002,10.209302,1756.0
208,2003,6.2151165,1069.0
208,2004,8.5988369,1479.0
208,2005,8.738371800000001,1503.0
208,2006,8.639535,1486.0
208,2007,8.8313951,1519.0
208,2008,9.110465,1567.0
208,2009,9.5260115,1648.0
208,2010,16.236994,2809.0
208,2011,12.855492,2224.0
208,2012,11.69186,2011.0
208,2013,12.19186,2097.0
240,1992,61.882355,1052.0
240,1993,57.882355,984.0
240,1994,60.882355,1035.0
240,1995,60.70588299999999,1032.0
240,1996,61.35294,1043.0
240,1997,61.941177,1053.0
240,1998,62.29411700000001,1059.0
240,1999,61.35294,1043.0
240,2000,61.588234,1047.0
240,2001,60.0,1020.0
240,2002,61.29411700000001,1042.0
240,2003,57.941177,985.0
240,2004,61.058823,1038.0
240,2005,61.764706,1050.0
240,2006,59.117645,1005.0
240,2007,61.70588299999999,1049.0
240,2008,61.235294,1041.0
240,2009,61.105263,1161.0
240,2010,61.947369,1177.0
240,2011,60.73684300000001,1154.0
240,2012,62.058823,1055.0
240,2013,62.588234,1064.0
272,1992,6.796296099999998,5872.0
272,1993,9.229167,7974.0
272,1994,7.3784722999999985,6375.0
272,1995,8.6793985,7499.0
272,1996,9.8136578,8479.0
272,1997,4.9108796,4243.0
272,1998,7.5636573,6535.0
272,1999,7.233796099999998,6250.0
272,2000,9.503472300000002,8211.0
272,2001,10.49537,9068.0
272,2002,8.696759199999999,7514.0
272,2003,4.7175927,4076.0
272,2004,7.021990799999998,6067.0
272,2005,6.7199073,5806.0
272,2006,5.908565,5105.0
272,2007,7.3414350000000015,6343.0
272,2008,7.728009200000002,6677.0
272,2009,7.203703900000002,6224.0
272,2010,9.947917,8595.0
272,2011,7.233796099999998,6250.0
272,2012,7.978009200000002,6893.0
272,2013,8.3449078,7210.0
304,1992,17.890625,1145.0
304,1993,14.15625,906.0
304,1994,16.703125,1069.0
304,1995,20.953125,1341.0
304,1996,19.5625,1252.0
304,1997,13.0625,836.0
304,1998,17.09375,1094.0
304,1999,17.109375,1095.0
304,2000,18.875,1208.0
304,2001,21.546875,1379.0
304,2002,17.921875,1147.0
304,2003,13.953125,893.0
304,2004,19.296875,1235.0
304,2005,19.8125,1268.0
304,2006,19.1875,1228.0
304,2007,19.46875,1246.0
304,2008,21.125,1352.0
304,2009,23.492308,1527.0
304,2010,31.076923,2020.0
304,2011,20.723078,1347.0
304,2012,26.78125,1714.0
304,2013,25.546875,1635.0
488,1992,4.9912539,1712.0
488,1993,6.6355686,2276.0
488,1994,6.2361517,2139.0
488,1995,7.7959185,2674.0
488,1996,8.2303209,2823.0
488,1997,5.3381925,1831.0
488,1998,7.0612245,2422.0
488,1999,7.7288628,2651.0
488,2000,10.927114,3748.0
488,2001,11.204082,3843.0
488,2002,9.107872,3124.0
488,2003,6.0233235,2066.0
488,2004,8.708455099999998,2987.0
488,2005,8.787172300000002,3014.0
488,2006,6.3440232000000005,2176.0
488,2007,8.1545191,2797.0
488,2008,8.7696791,3008.0
488,2009,9.8269796,3351.0
488,2010,10.0,3410.0
488,2011,10.278592,3505.0
488,2012,9.9241982,3404.0
488,2013,10.081633,3458.0
424,1992,3.9007354,2122.0
424,1993,4.347426400000002,2365.0
424,1994,2.5772059,1402.0
424,1995,4.5698528,2486.0
424,1996,5.090073599999998,2769.0
424,1997,4.1727943,2270.0
424,1998,4.415441,2402.0
424,1999,4.59375,2499.0
424,2000,4.783088200000001,2602.0
424,2001,4.658088200000001,2534.0
424,2002,5.7426472,3124.0
424,2003,3.0257354,1646.0
424,2004,5.498161799999999,2991.0
424,2005,4.564338200000001,2483.0
424,2006,5.5459557,3017.0
424,2007,5.7867646,3148.0
424,2008,4.8915443,2661.0
424,2009,4.3278084,2350.0
424,2010,6.8674035,3729.0
424,2011,4.311234,2341.0
424,2012,5.8511028,3183.0
424,2013,6.040441,3286.0
976,1992,0.96031743,242.0
976,1993,2.4484127,617.0
976,1994,1.4563493,367.0
976,1995,2.4761906,624.0
976,1996,2.9087303,733.0
976,1997,1.6111112,406.0
976,1998,1.8928572,477.0
976,1999,2.5952382000000003,654.0
976,2000,2.5595238,645.0
976,2001,3.0873015,778.0
976,2002,2.6904762000000004,678.0
976,2003,1.7698413,446.0
976,2004,2.9880953,753.0
976,2005,2.734127,689.0
976,2006,2.079365,524.0
976,2007,2.3968253,604.0
976,2008,2.6190476,660.0
976,2009,2.9404762000000004,741.0
976,2010,3.5515873,895.0
976,2011,2.5952382000000003,654.0
976,2012,2.9682539,748.0
976,2013,2.7896826,703.0
1026,1992,26.049999,1042.0
1026,1993,28.525,1141.0
1026,1994,34.325001,1373.0
1026,1995,35.349998,1414.0
1026,1996,37.224998,1489.0
1026,1997,30.549999,1222.0
1026,1998,32.450001,1298.0
1026,1999,31.049999,1242.0
1026,2000,40.775002,1631.0
1026,2001,39.75,1590.0
1026,2002,41.174999,1647.0
1026,2003,32.0,1280.0
1026,2004,41.650002,1666.0
1026,2005,33.5,1340.0
1026,2006,37.674999,1507.0
1026,2007,41.875,1675.0
1026,2008,40.349998,1614.0
1026,2009,42.410255,1654.0
1026,2010,48.948719,1909.0
1026,2011,47.0,1833.0
1026,2012,42.549999,1702.0
1026,2013,45.400002,1816.0
1090,1992,8.422018099999999,1836.0
1090,1993,9.7339449,2122.0
1090,1994,8.9954128,1961.0
1090,1995,10.279817,2241.0
1090,1996,11.321101,2468.0
1090,1997,8.1513758,1777.0
1090,1998,10.458715,2280.0
1090,1999,11.821101,2577.0
1090,2000,16.463303,3589.0
1090,2001,16.674313,3635.0
1090,2002,13.834863,3016.0
1090,2003,9.440366699999998,2058.0
1090,2004,12.12844,2644.0
1090,2005,12.440367,2712.0
1090,2006,9.4770641,2066.0
1090,2007,12.633027,2754.0
1090,2008,12.573395,2741.0
1090,2009,13.890909,3056.0
1090,2010,15.695455,3453.0
1090,2011,15.563637,3424.0
1090,2012,15.311927,3338.0
1090,2013,15.018349,3274.0
1122,1992,12.338028,876.0
1122,1993,16.140844,1146.0
1122,1994,16.070423,1141.0
1122,1995,16.084507000000002,1142.0
1122,1996,14.943662,1061.0
1122,1997,10.915493,775.0
1122,1998,13.267606,942.0
1122,1999,10.253521,728.0
1122,2000,15.295774,1086.0
1122,2001,15.084507,1071.0
1122,2002,11.859155,842.0
1122,2003,10.43662,741.0
1122,2004,13.43662,954.0
1122,2005,10.619719,754.0
1122,2006,11.0,781.0
1122,2007,10.12676,719.0
1122,2008,10.619719,754.0
1122,2009,9.043478,624.0
1122,2010,14.594203,1007.0
1122,2011,14.217391,981.0
1122,2012,11.591549,823.0
1122,2013,13.169014,935.0
1186,1992,19.959183,978.0
1186,1993,19.714285,966.0
1186,1994,23.979591,1175.0
1186,1995,24.755102,1213.0
1186,1996,25.857143,1267.0
1186,1997,19.734694,967.0
1186,1998,28.836735,1413.0
1186,1999,23.897959,1171.0
1186,2000,29.204082,1431.0
1186,2001,30.040817,1472.0
1186,2002,25.183674,1234.0
1186,2003,17.693878,867.0
1186,2004,23.32653,1143.0
1186,2005,25.653061,1257.0
1186,2006,19.653061,963.0
1186,2007,19.571428,959.0
1186,2008,25.183674,1234.0
1186,2009,23.509434,1246.0
1186,2010,30.320755,1607.0
1186,2011,24.698112,1309.0
1186,2012,30.653061,1502.0
1186,2013,28.469387,1395.0
1218,1992,14.426229,2640.0
1218,1993,12.781421,2339.0
1218,1994,15.650273,2864.0
1218,1995,16.196722,2964.0
1218,1996,16.06011,2939.0
1218,1997,14.978142000000002,2741.0
1218,1998,14.601093,2672.0
1218,1999,15.595629,2854.0
1218,2000,15.666667000000002,2867.0
1218,2001,16.087431,2944.0
1218,2002,15.896173999999998,2909.0
1218,2003,10.781421,1973.0
1218,2004,13.918033,2547.0
1218,2005,12.53552,2294.0
1218,2006,15.125683,2768.0
1218,2007,16.748634,3065.0
1218,2008,15.923497,2914.0
1218,2009,14.032787,2568.0
1218,2010,19.5847,3584.0
1218,2011,12.819673,2346.0
1218,2012,16.628416,3043.0
1218,2013,16.68306,3053.0
1250,1992,43.509804,2219.0
1250,1993,36.431374,1858.0
1250,1994,47.03921500000001,2399.0
1250,1995,45.411766,2316.0
1250,1996,44.35294,2262.0
1250,1997,42.450981,2165.0
1250,1998,43.843136,2236.0
1250,1999,47.431374,2419.0
1250,2000,47.901962,2443.0
1250,2001,49.137257,2506.0
1250,2002,51.882355,2646.0
1250,2003,41.686275,2126.0
1250,2004,46.686275,2381.0
1250,2005,47.588234,2427.0
1250,2006,50.64706,2583.0
1250,2007,56.33333199999999,2873.0
1250,2008,53.29411700000001,2718.0
1250,2009,43.979168,2111.0
1250,2010,49.520832,2377.0
1250,2011,44.0625,2115.0
1250,2012,54.862743,2798.0
1250,2013,52.980392,2702.0
1282,1992,17.692709,3397.0
1282,1993,19.682291,3779.0
1282,1994,15.5625,2988.0
1282,1995,22.520834,4324.0
1282,1996,21.796875,4185.0
1282,1997,9.177083,1762.0
1282,1998,18.4375,3540.0
1282,1999,14.588542000000002,2801.0
1282,2000,17.067709,3277.0
1282,2001,19.322916,3710.0
1282,2002,17.880209,3433.0
1282,2003,13.765625,2643.0
1282,2004,12.520833,2404.0
1282,2005,14.125,2712.0
1282,2006,12.09375,2322.0
1282,2007,13.177082999999998,2530.0
1282,2008,14.6875,2820.0
1282,2009,10.163043,1870.0
1282,2010,19.39674,3569.0
1282,2011,14.711957,2707.0
1282,2012,17.890625,3435.0
1282,2013,16.942709,3253.0
1314,1992,13.694915,808.0
1314,1993,12.694915,749.0
1314,1994,18.372881,1084.0
1314,1995,16.457626,971.0
1314,1996,16.372881,966.0
1314,1997,13.305085,785.0
1314,1998,11.593221,684.0
1314,1999,13.0,767.0
1314,2000,15.372881,907.0
1314,2001,13.711864000000002,809.0
1314,2002,14.067797,830.0
1314,2003,9.8305082,580.0
1314,2004,13.932203,822.0
1314,2005,11.457627,676.0
1314,2006,13.18644,778.0
1314,2007,14.101695,832.0
1314,2008,12.593221,743.0
1314,2009,12.879311,747.0
1314,2010,18.637932,1081.0
1314,2011,15.086206,875.0
1314,2012,15.457627,912.0
1314,2013,15.440678,911.0
1346,1992,34.792,4349.0
1346,1993,29.656,3707.0
1346,1994,36.119999,4515.0
1346,1995,34.16,4270.0
1346,1996,33.896,4237.0
1346,1997,32.096001,4012.0
1346,1998,31.992001,3999.0
1346,1999,31.056,3882.0
1346,2000,33.111999999999995,4139.0
1346,2001,33.048,4131.0
1346,2002,33.487999,4186.0
1346,2003,27.327999,3416.0
1346,2004,33.512001,4189.0
1346,2005,31.424,3928.0
1346,2006,31.808001,3976.0
1346,2007,36.448002,4556.0
1346,2008,35.335999,4417.0
1346,2009,34.07143,4293.0
1346,2010,40.357143,5085.0
1346,2011,33.785713,4257.0
1346,2012,38.608002,4826.0
1346,2013,37.071999,4634.0
1378,1992,3.3404255,2826.0
1378,1993,5.1430259000000005,4351.0
1378,1994,5.1229315,4334.0
1378,1995,5.9089832000000015,4999.0
1378,1996,6.4621749,5467.0
1378,1997,4.8368793,4092.0
1378,1998,4.9598107,4196.0
1378,1999,5.6973996,4820.0
1378,2000,7.0531917,5967.0
1378,2001,7.301418300000001,6177.0
1378,2002,7.5957446,6426.0
1378,2003,4.764775299999998,4031.0
1378,2004,6.6099291,5592.0
1378,2005,5.7387705,4855.0
1378,2006,5.1276598,4338.0
1378,2007,6.1040187,5164.0
1378,2008,5.8037825,4910.0
1378,2009,5.1945109,4353.0
1378,2010,8.309069599999999,6963.0
1378,2011,6.0453462999999985,5066.0
1378,2012,6.3156028,5343.0
1378,2013,6.6536641,5629.0
65,1992,4.259842400000001,1082.0
65,1993,6.6614175000000015,1692.0
65,1994,3.2086613,815.0
65,1995,6.7598424,1717.0
65,1996,6.393700599999999,1624.0
65,1997,3.0905511000000003,785.0
65,1998,5.031496,1278.0
65,1999,5.5472441,1409.0
65,2000,8.5551186,2173.0
65,2001,10.295276,2615.0
65,2002,9.8149605,2493.0
65,2003,4.5866140999999985,1165.0
65,2004,6.5787401,1671.0
65,2005,6.0629921,1540.0
65,2006,5.2952757,1345.0
65,2007,7.106299400000001,1805.0
